timestamp,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,day,EMA_Sunlight,TimeOfDay,AdjustedHumidity
6600,1114.75,1.5,10.5,-2.0,4498.1104,94.731766,0,4498.782719151534,0.0066,92.731766
6700,1115.25,1.5,10.5,-2.0,4498.0166,94.72765,0,4498.706107236381,0.0067,92.72765
6800,1115.5,1.5,10.5,-2.0,4497.921,94.72354,0,4498.627596512743,0.0068,92.72354
6900,1116.25,1.5,10.5,-2.0,4497.823,94.71942,0,4498.547136861469,0.0069,92.71942
7000,1115.75,1.5,10.5,-2.0,4497.7236,94.71531,0,4498.464783175323,0.007,92.71531
7100,1114.25,1.5,10.5,-2.0,4497.622,94.7112,0,4498.380504857791,0.0071,92.7112
7200,1114.25,1.5,10.5,-2.0,4497.5186,94.70708,0,4498.294314372011,0.0072,92.70708
7300,1114.0,1.5,10.5,-2.0,4497.413,94.70296,0,4498.20618293481,0.0073,92.70296
7400,1114.0,1.5,10.5,-2.0,4497.306,94.69884,0,4498.116164641329,0.0074,92.69884
7500,1113.75,1.5,10.5,-2.0,4497.197,94.69472,0,4498.024248177197,0.0075,92.69472
7600,1113.25,1.5,10.5,-2.0,4497.086,94.6906,0,4497.930423359478,0.0076,92.6906
7700,1114.25,1.5,10.5,-2.0,4496.9727,94.68647,0,4497.83465102353,0.0077,92.68647
7800,1113.75,1.5,10.5,-2.0,4496.858,94.68235,0,4497.736985921177,0.0078,92.68235
7900,1113.5,1.5,10.5,-2.0,4496.741,94.67822,0,4497.6373873290595,0.0079,92.67822
8000,1114.25,1.5,10.5,-2.0,4496.6226,94.674095,0,4497.535908596154,0.008,92.674095
8100,1114.25,1.5,10.5,-2.0,4496.502,94.66997,0,4497.432517736539,0.0081,92.66997
8200,1115.25,1.5,10.5,-2.0,4496.38,94.66584,0,4497.327265962886,0.0082,92.66584
8300,1115.25,1.5,10.5,-2.0,4496.2554,94.66171,0,4497.220079366597,0.0083,92.66171
8400,1115.5,1.5,10.5,-2.0,4496.1294,94.657585,0,4497.111011429937,0.0084,92.657585
8500,1117.25,1.5,10.5,-2.0,4496.001,94.65346,0,4497.0000102869435,0.0085,92.65346
8600,1117.25,1.5,10.5,-2.0,4495.871,94.64932,0,4496.887109258249,0.0086,92.64932
8700,1116.75,1.5,10.5,-2.0,4495.7393,94.64519,0,4496.772328332425,0.0087,92.64519
8800,1115.75,1.5,10.5,-2.0,4495.606,94.64106,0,4496.655695499183,0.0088,92.64106
8900,1114.75,1.5,10.5,-2.0,4495.47,94.636925,0,4496.537125949265,0.0089,92.636925
9000,1115.0,1.5,10.5,-2.0,4495.3325,94.63279,0,4496.416663354339,0.009,92.63279
9100,1116.25,1.5,10.5,-2.0,4495.1934,94.62865,0,4496.294337018905,0.0091,92.62865
9200,1115.75,1.5,10.5,-2.0,4495.0522,94.62451,0,4496.170123317015,0.0092,92.62451
9300,1115.75,1.5,10.5,-2.0,4494.909,94.62038,0,4496.044010985313,0.0093,92.62038
9400,1114.75,1.5,10.5,-2.0,4494.764,94.616234,0,4495.916009886782,0.0094,92.616234
9500,1112.75,1.5,10.5,-2.0,4494.6177,94.6121,0,4495.7861788981045,0.0095,92.6121
9600,1113.75,1.5,10.5,-2.0,4494.4688,94.607956,0,4495.654441008294,0.0096,92.607956
9700,1114.75,1.5,10.5,-2.0,4494.3184,94.60381,0,4495.520836907465,0.0097,92.60381
9800,1113.25,1.5,10.5,-2.0,4494.166,94.59967,0,4495.3853532167195,0.0098,92.59967
9900,1114.25,1.5,10.5,-2.0,4494.0117,94.59553,0,4495.247987895047,0.0099,92.59553
10000,1115.25,1.5,10.5,-2.0,4493.8555,94.591385,0,4495.108739105543,0.01,92.591385
10100,1115.75,1.5,10.5,-2.0,4493.6978,94.58724,0,4494.967645194989,0.0101,92.58724
10200,1115.75,1.5,10.5,-2.0,4493.5376,94.5831,0,4494.82464067549,0.0102,92.5831
10300,1116.75,1.5,10.5,-2.0,4493.376,94.57895,0,4494.679776607941,0.0103,92.57895
10400,1116.5,1.5,10.5,-2.0,4493.2124,94.57481,0,4494.533038947146,0.0104,92.57481
10500,1116.5,1.5,10.5,-2.0,4493.0474,94.570656,0,4494.384475052431,0.0105,92.570656
10600,1115.25,1.5,10.5,-2.0,4492.88,94.56651,0,4494.234027547189,0.0106,92.56651
10700,1115.5,1.5,10.5,-2.0,4492.711,94.56236,0,4494.081724792471,0.0107,92.56236
10800,1114.75,1.5,10.5,-2.0,4492.54,94.55821,0,4493.927552313224,0.0108,92.55821
10900,1113.75,1.5,10.5,-2.0,4492.367,94.55406,0,4493.7714970819015,0.0109,92.55406
11000,1113.75,1.5,10.5,-2.0,4492.1924,94.54991,0,4493.613587373711,0.011,92.54991
11100,1115.25,1.5,10.5,-2.0,4492.016,94.54576,0,4493.45382863634,0.0111,92.54576
11200,1115.0,1.5,10.5,-2.0,4491.838,94.54161,0,4493.292245772706,0.0112,92.54161
11300,1115.0,1.5,10.5,-2.0,4491.6577,94.53746,0,4493.128791195436,0.0113,92.53746
11400,1113.75,1.5,10.5,-2.0,4491.4756,94.5333,0,4492.963472075892,0.0114,92.5333
11500,1115.75,1.5,10.5,-2.0,4491.292,94.52915,0,4492.796324868304,0.0115,92.52915
11600,1116.75,1.5,10.5,-2.0,4491.1064,94.524994,0,4492.627332381473,0.0116,92.524994
11700,1117.0,1.5,10.5,-2.0,4490.919,94.52084,0,4492.456499143326,0.0117,92.52084
11800,1117.0,1.5,10.5,-2.0,4490.7295,94.516685,0,4492.283799228993,0.0118,92.516685
11900,1115.25,1.5,10.5,-2.0,4490.5386,94.51253,0,4492.109279306094,0.0119,92.51253
12000,1115.25,1.5,10.5,-2.0,4490.3457,94.50838,0,4491.932921375485,0.012,92.50838
12100,1113.75,1.5,10.5,-2.0,4490.151,94.50422,0,4491.754729237937,0.0121,92.50422
12200,1114.25,1.5,10.5,-2.0,4489.954,94.50006,0,4491.574656314143,0.0122,92.50006
12300,1114.25,1.5,10.5,-2.0,4489.756,94.4959,0,4491.392790682728,0.0123,92.4959
12400,1114.75,1.5,10.5,-2.0,4489.5557,94.491745,0,4491.2090816144555,0.0124,92.491745
12500,1116.75,1.5,10.5,-2.0,4489.3535,94.48759,0,4491.02352345301,0.0125,92.48759
12600,1115.25,1.5,10.5,-2.0,4489.15,94.48342,0,4490.836171107709,0.0126,92.48342
12700,1116.25,1.5,10.5,-2.0,4488.9443,94.47926,0,4490.646983996938,0.0127,92.47926
12800,1116.25,1.5,10.5,-2.0,4488.737,94.475105,0,4490.455985597244,0.0128,92.475105
12900,1116.75,1.5,10.5,-2.0,4488.5273,94.47094,0,4490.26311703752,0.0129,92.47094
13000,1117.0,1.5,10.5,-2.0,4488.3164,94.46678,0,4490.068445333768,0.013,92.46678
13100,1117.0,1.5,10.5,-2.0,4488.1035,94.46262,0,4489.8719508003915,0.0131,92.46262
13200,1117.75,1.5,10.5,-2.0,4487.8887,94.45846,0,4489.673625720353,0.0132,92.45846
13300,1117.25,1.4,10.5,-2.0,4487.672,94.4543,0,4489.473463148318,0.0133,92.4543
13400,1116.75,1.4,10.5,-2.0,4487.4536,94.450134,0,4489.271476833486,0.0134,92.450134
13500,1116.75,1.4,10.5,-2.0,4487.2334,94.44597,0,4489.067669150138,0.0135,92.44597
13600,1115.75,1.4,10.5,-2.0,4487.0117,94.44181,0,4488.862072235124,0.0136,92.44181
13700,1117.25,1.4,10.5,-2.0,4486.788,94.437645,0,4488.6546650116115,0.0137,92.437645
13800,1116.75,1.4,10.5,-2.0,4486.5625,94.43348,0,4488.445448510451,0.0138,92.43348
13900,1115.25,1.4,10.5,-2.0,4486.335,94.42931,0,4488.234403659406,0.0139,92.42931
14000,1115.0,1.4,10.5,-2.0,4486.106,94.42515,0,4488.021563293465,0.014,92.42515
14100,1113.25,1.4,10.5,-2.0,4485.875,94.42098,0,4487.806906964119,0.0141,92.42098
14200,1114.25,1.4,10.5,-2.0,4485.6426,94.416824,0,4487.590476267706,0.0142,92.416824
14300,1115.25,1.4,10.5,-2.0,4485.408,94.41266,0,4487.372228640936,0.0143,92.41266
14400,1115.0,1.4,10.5,-2.0,4485.172,94.40849,0,4487.1522057768425,0.0144,92.40849
14500,1116.25,1.4,10.5,-2.0,4484.9336,94.40432,0,4486.930345199158,0.0145,92.40432
14600,1115.25,1.4,10.5,-2.0,4484.694,94.400154,0,4486.706710679243,0.0146,92.400154
14700,1115.0,1.4,10.5,-2.0,4484.452,94.39599,0,4486.481239611318,0.0147,92.39599
14800,1112.75,1.4,10.5,-2.0,4484.209,94.39182,0,4486.254015650186,0.0148,92.39182
14900,1111.25,1.4,10.5,-2.0,4483.964,94.38766,0,4486.025014085168,0.0149,92.38766
15000,1110.75,1.4,10.5,-2.0,4483.717,94.38349,0,4485.794212676651,0.015,92.38349
15100,1110.75,1.4,10.5,-2.0,4483.4683,94.379326,0,4485.561621408986,0.0151,92.379326
15200,1109.75,1.4,10.5,-2.0,4483.218,94.37516,0,4485.327259268088,0.0152,92.37516
15300,1110.75,1.4,10.5,-2.0,4482.9653,94.37099,0,4485.091063341279,0.0153,92.37099
15400,1111.75,1.4,10.5,-2.0,4482.7114,94.36682,0,4484.853097007151,0.0154,92.36682
15500,1112.25,1.4,10.5,-2.0,4482.4556,94.362656,0,4484.613347306436,0.0155,92.362656
15600,1112.25,1.4,10.5,-2.0,4482.1978,94.35849,0,4484.371792575792,0.0156,92.35849
15700,1111.75,1.4,10.5,-2.0,4481.9385,94.35432,0,4484.128463318213,0.0157,92.35432
15800,1109.25,1.4,10.5,-2.0,4481.6772,94.35015,0,4483.883336986392,0.0158,92.35015
15900,1108.25,1.4,10.5,-2.0,4481.4146,94.345985,0,4483.636463287753,0.0159,92.345985
16000,1109.75,1.4,10.5,-2.0,4481.15,94.34181,0,4483.387816958978,0.016,92.34181
16100,1108.75,1.4,10.5,-2.0,4480.884,94.33765,0,4483.13743526308,0.0161,92.33765
16200,1108.5,1.4,10.5,-2.0,4480.615,94.33348,0,4482.885191736772,0.0162,92.33348
16300,1108.75,1.4,10.5,-2.0,4480.3457,94.32931,0,4482.631242563095,0.0163,92.32931
16400,1108.75,1.4,10.5,-2.0,4480.0737,94.32514,0,4482.375488306786,0.0164,92.32514
16500,1107.75,1.4,10.5,-2.0,4479.8003,94.32098,0,4482.117969476108,0.0165,92.32098
16600,1107.75,1.4,10.5,-2.0,4479.5254,94.3168,0,4481.858712528497,0.0166,92.3168
16700,1109.25,1.4,10.5,-2.0,4479.2485,94.31264,0,4481.597691275647,0.0167,92.31264
16800,1110.25,1.4,10.5,-2.0,4478.9697,94.30847,0,4481.334892148082,0.0168,92.30847
16900,1111.25,1.4,10.5,-2.0,4478.6895,94.3043,0,4481.070352933274,0.0169,92.3043
17000,1111.25,1.4,10.5,-2.0,4478.407,94.30013,0,4480.804017639946,0.017,92.30013
17100,1110.25,1.4,10.5,-2.0,4478.1235,94.29597,0,4480.535965875952,0.0171,92.29597
17200,1112.25,1.4,10.5,-2.0,4477.838,94.2918,0,4480.266169288357,0.0172,92.2918
17300,1114.25,1.4,10.5,-2.0,4477.5503,94.28763,0,4479.994582359521,0.0173,92.28763
17400,1113.75,1.4,10.5,-2.0,4477.261,94.28346,0,4479.721224123569,0.0174,92.28346
17500,1114.25,1.4,10.5,-2.0,4476.9707,94.2793,0,4479.446171711213,0.0175,92.2793
17600,1115.75,1.4,10.5,-2.0,4476.678,94.27513,0,4479.169354540091,0.0176,92.27513
17700,1115.25,1.4,10.5,-2.0,4476.384,94.27096,0,4478.890819086082,0.0177,92.27096
17800,1116.25,1.4,10.5,-2.0,4476.088,94.26679,0,4478.610537177474,0.0178,92.26679
17900,1116.0,1.4,10.5,-2.0,4475.79,94.26263,0,4478.328483459726,0.0179,92.26263
18000,1113.75,1.4,10.5,-2.0,4475.49,94.25846,0,4478.044635113753,0.018,92.25846
18100,1113.75,1.4,10.5,-2.0,4475.1895,94.254295,0,4477.759121602378,0.0181,92.254295
18200,1114.0,1.4,10.5,-2.0,4474.886,94.25013,0,4477.4718094421405,0.0182,92.25013
18300,1113.75,1.4,10.5,-2.0,4474.5815,94.245964,0,4477.182778497927,0.0183,92.245964
18400,1113.5,1.4,10.5,-2.0,4474.2754,94.2418,0,4476.892040648134,0.0184,92.2418
18500,1114.75,1.4,10.5,-2.0,4473.9673,94.23763,0,4476.599566583321,0.0185,92.23763
18600,1113.25,1.4,10.5,-2.0,4473.657,94.23347,0,4476.305309924989,0.0186,92.23347
18700,1113.75,1.4,10.5,-2.0,4473.3457,94.2293,0,4476.00934893249,0.0187,92.2293
18800,1116.75,1.4,10.5,-2.0,4473.0327,94.225136,0,4475.711684039241,0.0188,92.225136
18900,1115.75,1.4,10.5,-2.0,4472.718,94.22097,0,4475.412315635317,0.0189,92.22097
19000,1115.75,1.4,10.5,-2.0,4472.401,94.216805,0,4475.111184071786,0.019,92.216805
19100,1115.25,1.4,10.5,-2.0,4472.0825,94.21264,0,4474.808315664607,0.0191,92.21264
19200,1115.75,1.4,10.5,-2.0,4471.7627,94.20848,0,4474.503754098147,0.0192,92.20848
19300,1117.75,1.4,10.5,-2.0,4471.441,94.204315,0,4474.197478688332,0.0193,92.204315
19400,1117.5,1.4,10.5,-2.0,4471.117,94.20015,0,4473.8894308194995,0.0194,92.20015
19500,1118.25,1.4,10.5,-2.0,4470.792,94.19599,0,4473.57968773755,0.0195,92.19599
19600,1116.75,1.4,10.5,-2.0,4470.4653,94.191826,0,4473.268248963795,0.0196,92.191826
19700,1114.75,1.4,10.5,-2.0,4470.1367,94.18767,0,4472.955094067415,0.0197,92.18767
19800,1114.75,1.4,10.5,-2.0,4469.806,94.1835,0,4472.640184660674,0.0198,92.1835
19900,1116.75,1.4,10.5,-2.0,4469.4746,94.179344,0,4472.323626194607,0.0199,92.179344
20000,1117.25,1.4,10.5,-2.0,4469.1406,94.175186,0,4472.005323575146,0.02,92.175186
20100,1115.75,1.4,10.5,-2.0,4468.805,94.17102,0,4471.685291217631,0.0201,92.17102
20200,1115.25,1.4,10.5,-2.0,4468.4683,94.16686,0,4471.363592095868,0.0202,92.16686
20300,1116.25,1.4,10.5,-2.0,4468.1294,94.162704,0,4471.040172886281,0.0203,92.162704
20400,1116.75,1.4,10.5,-2.0,4467.789,94.15855,0,4470.715055597653,0.0204,92.15855
20500,1117.0,1.4,10.5,-2.0,4467.447,94.15439,0,4470.388250037888,0.0205,92.15439
20600,1116.25,1.4,10.5,-2.0,4467.103,94.15023,0,4470.059725034099,0.0206,92.15023
20700,1115.75,1.4,10.5,-2.0,4466.758,94.14607,0,4469.729552530689,0.0207,92.14607
20800,1113.75,1.4,10.5,-2.0,4466.4106,94.141914,0,4469.39765727762,0.0208,92.141914
20900,1115.25,1.4,9.5,-2.0,4466.0615,94.13776,0,4469.064041549858,0.0209,92.13776
21000,1115.25,1.4,9.5,-2.0,4465.711,94.133606,0,4468.728737394872,0.021,92.133606
21100,1114.75,1.4,9.5,-2.0,4465.359,94.12945,0,4468.391763655385,0.0211,92.12945
21200,1115.25,1.4,9.5,-2.0,4465.005,94.1253,0,4468.053087289846,0.0212,92.1253
21300,1115.5,1.4,9.5,-2.0,4464.6494,94.12114,0,4467.7127185608615,0.0213,92.12114
21400,1115.5,1.4,9.5,-2.0,4464.292,94.11699,0,4467.370646704776,0.0214,92.11699
21500,1115.5,1.4,9.5,-2.0,4463.933,94.11283,0,4467.026882034298,0.0215,92.11283
21600,1115.25,1.4,9.5,-2.0,4463.5728,94.10868,0,4466.6814738308685,0.0216,92.10868
21700,1114.75,1.4,9.5,-2.0,4463.2104,94.10453,0,4466.334366447782,0.0217,92.10453
21800,1113.75,1.4,9.5,-2.0,4462.8467,94.10038,0,4465.985599803003,0.0218,92.10038
21900,1113.75,1.4,9.5,-2.0,4462.481,94.09623,0,4465.635139822703,0.0219,92.09623
22000,1113.25,1.4,9.5,-2.0,4462.114,94.09208,0,4465.283025840433,0.022,92.09208
22100,1113.0,1.4,9.5,-2.0,4461.745,94.08793,0,4464.929223256389,0.0221,92.08793
22200,1113.25,1.4,9.5,-2.0,4461.3745,94.08378,0,4464.57375093075,0.0222,92.08378
22300,1114.25,1.4,9.5,-2.0,4461.0024,94.079636,0,4464.216615837675,0.0223,92.079636
22400,1115.75,1.4,9.5,-2.0,4460.6284,94.075485,0,4463.857794253908,0.0224,92.075485
22500,1116.25,1.4,9.5,-2.0,4460.253,94.07134,0,4463.497314828517,0.0225,92.07134
22600,1116.75,1.4,9.5,-2.0,4459.8755,94.06719,0,4463.135133345666,0.0226,92.06719
22700,1117.75,1.4,9.5,-2.0,4459.497,94.06305,0,4462.771320011099,0.0227,92.06305
22800,1118.25,1.4,9.5,-2.0,4459.1167,94.05891,0,4462.40585800999,0.0228,92.05891
22900,1118.5,1.4,9.5,-2.0,4458.7344,94.05476,0,4462.0387122089915,0.0229,92.05476
23000,1120.25,1.4,9.5,-2.0,4458.3506,94.05062,0,4461.669900988092,0.023,92.05062
23100,1118.25,1.4,9.5,-2.0,4457.9653,94.04648,0,4461.299440889283,0.0231,92.04648
23200,1118.75,1.4,9.5,-2.0,4457.578,94.042336,0,4460.927296800354,0.0232,92.042336
23300,1120.75,1.4,9.5,-2.0,4457.1895,94.0382,0,4460.553517120319,0.0233,92.0382
23400,1121.0,1.4,9.5,-2.0,4456.7993,94.03406,0,4460.178095408287,0.0234,92.03406
23500,1119.75,1.4,9.5,-2.0,4456.407,94.02992,0,4459.800985867459,0.0235,92.02992
23600,1121.75,1.4,9.5,-2.0,4456.0137,94.02578,0,4459.422257280713,0.0236,92.02578
23700,1120.75,1.4,9.5,-2.0,4455.6187,94.021645,0,4459.041901552642,0.0237,92.021645
23800,1120.75,1.4,9.5,-2.0,4455.2217,94.01751,0,4458.659881397378,0.0238,92.01751
23900,1120.25,1.4,9.5,-2.0,4454.823,94.013374,0,4458.27619325764,0.0239,92.013374
24000,1118.75,1.4,9.5,-2.0,4454.423,94.00924,0,4457.890873931877,0.024,92.00924
24100,1119.25,1.4,9.5,-2.0,4454.0215,94.00511,0,4457.503936538689,0.0241,92.00511
24200,1120.75,1.4,9.5,-2.0,4453.618,94.00098,0,4457.11534288482,0.0242,92.00098
24300,1119.75,1.4,9.5,-2.0,4453.213,93.99684,0,4456.725108596338,0.0243,91.99684
24400,1119.25,1.4,9.5,-2.0,4452.806,93.992714,0,4456.333197736704,0.0244,91.992714
24500,1119.75,1.4,9.5,-2.0,4452.398,93.98859,0,4455.939677963034,0.0245,91.98859
24600,1121.75,1.4,9.5,-2.0,4451.9883,93.98446,0,4455.544540166731,0.0246,91.98446
24700,1122.0,1.4,9.5,-2.0,4451.5767,93.98033,0,4455.147756150058,0.0247,91.98033
24800,1120.75,1.4,9.5,-2.0,4451.1636,93.976204,0,4454.749340535052,0.0248,91.976204
24900,1120.75,1.4,9.5,-2.0,4450.749,93.97208,0,4454.3493064815475,0.0249,91.97208
25000,1119.25,1.4,9.5,-2.0,4450.3325,93.96795,0,4453.947625833393,0.025,91.96795
25100,1119.25,1.4,9.5,-2.0,4449.915,93.96383,0,4453.544363250054,0.0251,91.96383
25200,1120.25,1.4,9.5,-2.0,4449.495,93.95971,0,4453.139426925049,0.0252,91.95971
25300,1120.0,1.4,9.5,-2.0,4449.074,93.95558,0,4452.732884232543,0.0253,91.95558
25400,1118.75,1.4,9.5,-2.0,4448.6514,93.95146,0,4452.324735809289,0.0254,91.95146
25500,1119.25,1.4,9.5,-2.0,4448.227,93.94735,0,4451.91496222836,0.0255,91.94735
25600,1118.25,1.4,9.5,-2.0,4447.8013,93.94323,0,4451.503596005524,0.0256,91.94323
25700,1119.25,1.4,9.5,-2.0,4447.3735,93.93911,0,4451.090586404972,0.0257,91.93911
25800,1119.25,1.4,9.5,-2.0,4446.9443,93.935,0,4450.675957764475,0.0258,91.935
25900,1119.25,1.4,9.5,-2.0,4446.5137,93.93088,0,4450.259731988028,0.0259,91.93088
26000,1117.75,1.4,9.5,-2.0,4446.0815,93.926765,0,4449.841908789225,0.026,91.926765
26100,1116.25,1.4,9.5,-2.0,4445.6475,93.92265,0,4449.422467910303,0.0261,91.92265
26200,1116.75,1.4,9.5,-2.0,4445.212,93.91854,0,4449.001421119272,0.0262,91.91854
26300,1119.25,1.4,9.5,-2.0,4444.775,93.91443,0,4448.578779007345,0.0263,91.91443
26400,1119.5,1.4,9.5,-2.0,4444.336,93.910324,0,4448.15450110661,0.0264,91.910324
26500,1119.5,1.4,9.5,-2.0,4443.896,93.90621,0,4447.728650995949,0.0265,91.90621
26600,1119.25,1.4,9.5,-2.0,4443.454,93.90211,0,4447.301185896354,0.0266,91.90211
26700,1119.25,1.4,9.5,-2.0,4443.0103,93.898,0,4446.872097306718,0.0267,91.898
